#,granter_id,grantee,grantee_id,fiscal_year,description,amount,start,end,url
193,225,United Way for Southeastern Michigan,,2009,To develop expanded learning time and school redesign models in Detroit high schools,800000,10/1/2010,9/30/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
194,225,United Way for Southeastern Michigan,,2009,To establish the Michigan Benefit Access Initiative to facilitate coordination among nonprofit organizations and state offices to help low-income workers access the benefits to which they are entitled,200000,10/1/2010,9/30/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
195,225,University of Detroit Mercy,,2009,For the Detroit Collaborative Design Center and Working Partnerships USA to map the strategic opportunities for policy reform in the city of Detroit and audit the city’s governance capacity,200000,8/15/2010,8/14/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
196,225,University of Detroit Mercy,,2009,For the Detroit Collaborative Design Center and Building Partnerships USA to research grassroot political infrastructure and capacity in the Detroit metro-region,90000,9/1/2010,5/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
197,225,Vera Institute of Justice,,2009,To host study visits by young Chinese criminal justice scholars and train them in the use of empirical research and pilot projects to promote criminal justice reform,162934,4/1/2010,3/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
198,225,Vera Institute of Justice,,2009,Core support for the Prosecution and Racial Justice program to help district attorneys analyze the impact of race and ethnicity on prosecutorial decisions in criminal cases,300000,2/1/2010,1/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
199,225,"Allied Media Projects, Inc.",,2010,For the community media programs of the Detroit Media Economy Collaborative & to provide technical & organizational support to the Detroit Digital Justice Coalition & build its own long-term capacity,250000,6/1/2011,5/31/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
200,225,Arab Community Center for Economic and Social Services,,2010,"For two projects of the Arab American National Museum, the Little Syria traveling exhibit about the historic immigrant neighborhood in New York City and the Online Garbage Museum youth arts project",200000,9/1/2011,9/30/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
201,225,Asian American Journalists Association,,2010,"For the Michigan chapter’s programming for the 2011 national convention, its digital media site for Arab-American youth and a retrospective examination of the discrimination Asian Americans face",250000,6/1/2011,5/31/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
202,225,Children's Defense Fund,,2010,"Core support for the Southern Rural Black Women's Initiative for Economic and Social Justice to empower black women in Mississippi, Alabama and Georgia and advance their human rights",350000,9/1/2011,8/31/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
203,225,Citizens Alliance on Prisons and Public Spending,,2010,"General support to promote policies that reduce prison populations & shift resources to prevent crime, rehabilitate offenders & cost-effectively address the needs of all Michigan citizens",200000,8/1/2011,1/31/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
204,225,"City Year, Inc.",,2010,To implement the Diplomas Now expanded learning time model in the Detroit Public Schools,650000,5/1/2011,4/30/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
205,225,Community Foundation for Southeast Michigan,,2010,For the East Side Revitalization program to design and demonstrate a scalable community revitalization strategy in selected neighborhoods on Detroit's east side,500000,1/1/2011,12/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
206,225,"Community Reinvestment Fund, Inc.",,2010,For outreach to secure loan servicing contracts arising from foreclosure remediation programs and to increase organizational capacity to service the volume of loans associated with these programs,500000,10/1/2010,9/30/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
207,225,ConnectEd,,2010,To assess the feasibility of creating a system of Linked Learning pathways among a small group of charter and non-charter schools in Detroit,75000,7/1/2011,12/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
208,225,"Demos: A Network for Ideas and Action, Ltd.",,2010,For Public Works to coordinate & facilitate communications workshops for state coalitions & partner with the Institute for Policy Studies to train business leaders as messengers on state fiscal issues,375000,5/1/2011,1/31/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
209,225,Foundation-Administered Project (FAP),,2010,For the provision of consulting services to benefit the philanthropic sector,369057,1/7/2011,1/6/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
210,225,Frameworks Institute,,2010,To develop a core story of education & help the foundation’s More and Better Learning Time grantees develop messages that engage the public & policy makers about the promise of expanded learning time,350000,7/1/2011,6/30/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
211,225,Grandmont Rosedale Development Corporation,,2010,For the Neighborhood Stabilization Initiative to pilot an abandoned & foreclosed housing acquisition and rehabilitation program in Detroit’s struggling but still vibrant Grandmont/Rosedale communities,500000,5/1/2011,4/30/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
212,225,Harriet Tubman Center,,2010,For the Michigan Organizing Collaborative to create a shared agenda for Michigan’s renewal that ties the interests of revitalizing urban communities together with the state’s overall economic revival,150000,7/1/2011,6/30/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
213,225,Independent Sector,,2010,"General support to advance the common good by leading, strengthening and mobilizing the charitable community",450000,4/1/2011,9/30/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
214,225,Independent Sector,,2010,Contribution to the annual membership dues of a foundation-supported philanthropic association,24650,1/1/2011,12/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
215,225,Independent Sector,,2010,For cultural programming and increased participation of arts leaders at its 2011 Annual Conference,75000,6/1/2011,2/29/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
216,225,ISAIAH,,2010,"For a campaign to better integrate land use, housing and transportation investment in Minnesota and promote transportation planning that increases racial and economic equity and access to opportunity",300000,12/1/2010,11/30/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
217,225,Law Office of Deborah LaBelle,,2010,"For litigation, research, public education and coalition building to abolish juvenile life without parole sentences in Michigan",200000,9/1/2011,8/31/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
218,225,"Loki Films, LLC",,2010,"To produce ""Detroit Hustles Harder,"" a documentary chronicling the lives of men and women who have chosen to stay in Detroit and turn the city around",250000,4/1/2011,3/31/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
219,225,Michigan Environmental Council,,2010,For a statewide transportation equity coalition in Michigan,200000,1/1/2011,12/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
220,225,Michigan Suburbs Alliance,,2010,"To design and implement an equity-based strategy for transportation reform in metro Detroit among civic, governmental and business leaders",300000,5/1/2011,4/30/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
221,225,"Midtown Detroit, Inc.",,2010,To strengthen the association’s financial management and reporting systems and build its capacity to combat community deterioration and blight and encourage economic development in Midtown Detroit,500000,5/1/2011,4/30/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
222,225,Neighborhood Reinvestment Corporation,,2010,For Success Measures to implement an evaluation framework to measure the impacts of regional equity strategies in targeted metropolitan areas & nationally & use evaluation data to strengthen the field,1000000,11/1/2010,10/31/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
223,225,New America Foundation,,2010,"For the Open Technology Initiative to help implement, document & evaluate innovative, community-driven models for deploying high-speed broadband in underserved communities and disseminate the findings",550000,1/1/2011,12/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
224,225,Ohio State University Foundation,,2010,"Core support for the Kirwan Institute to partner with people, communities & institutions worldwide to think about, talk about & engage issues of race & ethnicity in order to create opportunity for all",400000,6/1/2011,5/31/2013,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
225,225,Philadelphia Youth Network,,2010,To help Philadelphia implement expanded learning opportunities in high-poverty public high schools through the adoption of the Linked Learning model in its career and technical education program,310500,7/1/2011,12/31/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
226,225,Philanthropy Northwest,,2010,Contribution to the annual membership dues of a foundation-supported regional assocation of grant makers,3505,1/1/2011,12/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
227,225,Philanthropy Northwest,,2010,"For the PRI Makers Network to conduct outreach and provide training, technical assistance & other services to help grant makers use program-related investments as part of their philanthropic strategy",75000,4/1/2011,3/31/2012,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
228,225,PolicyLink,,2010,"For the Alliance for Equity and Prosperity to conduct research, produce policy briefs & develop a media strategy promoting economic & social equity as a superior model for sustainable economic growth",300000,11/1/2010,10/31/2011,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
